"Page No.","Diary Page","Entity No.","Authority Name",Entity (Value),Entity Type,"Note 1 Descriptor","Note 2 Context","Note 3 Relationship to Mary",Related Quotes,quotes,Related Footnotes,footnotes,Notes / Questions,DIsambiguation URL 1,DIsambiguation URL 2,DIsambiguation URL 3,
4,[16 021],178,,[self-centeredness of ISB],sentiment,,observes,,"[Mrs. Gardner] isn’t a scrap interested in thought, or even in conversation, unless she carries it on, when it generally turns upon some marvellous exploit of her own.","[Mrs. Gardner] isn’t a scrap interested in thought, or even in conversation, unless she carries it on, when it generally turns upon some marvellous exploit of her own.",,,,,,,
4,[16 021],179,George Santayana,Santayana,person,scholar,interacts with,,Santayana told us something that remains in my mind as a horror.,Santayana told us something that remains in my mind as a horror.,,,,,,,
4,[17 022],180,Mr. _ Strong,Mr. Strong,person,public figure,mentions,,Rockefeller's son-in-law,Rockefeller's son-in-law,,,,,,,
4,[17 022],181,,Lakewood,location,city,mentions,,,,,,,,,,
4,[17 022],182,,Green Hill,location,accomodation,diary entry header,,,,"Isabella and her husband John L. Gardner inherited Green Hill, the Gardner family estate, in 1884. After John’s death in 1898, Isabella purchased the farmhouse at the foot of the property on 285 Warren Street. The main house on Green Hill was sold out of the Gardner family in 2011.","Isabella and her husband John L. Gardner inherited Green Hill, the Gardner family estate, in 1884. After John’s death in 1898, Isabella purchased the farmhouse at the foot of the property on 285 Warren Street. The main house on Green Hill was sold out of the Gardner family in 2011.",,,,,
4,[17 022],183,,Brookline,location,city,diary entry header,,,,,,,,,,
4,[17 022],184,,"Monday, Oct. 19, 1903",date,,diary entry header,,,,,,,,,,
4,[17 022],185,,Boston,location,city,visits,,,,,,,,,,
4,[17 022],186,Boston Public Library,the Library,location,cultural heritage institution,visits,,,,,,Boston Public Library,,,,
4,[17 022],187,Pierre Puvis de Chavannes,The Puvis',person,artist-painter,mentions,,,,,,"MWB refering to paintings by Puvis, but not by name",,,,
4,[17 022],188,,[Puvis' paintings],visual art,painting,experiences,,The Puvis’ along the sides of the entrance hall are very fine,The Puvis’ along the sides of the entrance hall are very fine,,,,https://www.bpl.org/central/graphics/mural_guide_chavannes.pdf,https://www.bpl.org/central/graphics/mural_guide_chavannes.pdf,,
4,[17 022],189,,[approval of visual art],sentiment,art criticism,expresses,,The Puvis’ along the sides of the entrance hall are very fine,The Puvis’ along the sides of the entrance hall are very fine,,,,,,,
4,[17 022],190,"""The Muses of Inspiration Hail the Spirit, the Harbinger of Light""",the large one around the door of Bates hall,visual art,painting,experiences,,the large one around the door of Bates Hall less successful,the large one around the door of Bates Hall less successful,,,,https://www.bpl.org/central/graphics/mural_guide_chavannes.pdf,,,
4,[17 022],191,,[disapproval of visual art],sentiment,art criticism,expresses,,the large one around the door of Bates Hall less successful,the large one around the door of Bates Hall less successful,,,,,,,
4,[17 022],192,,Bates Hall,location,"cultural heritage institution, part of",visits,,"""The Puvis' along the sides of the entrance hall are very fine - the large one around the door of Bates Hall less successful.""","""The Puvis' along the sides of the entrance hall are very fine - the large one around the door of Bates Hall less successful.""",,,,,,,
4,[17 022],193,Edwin Austin Abbey,Abbey,person,artist-painter,mentions,,,,,,,,,,
4,[17 022],194,"""The Quest and Achievement of the Holy Grail"" Murals",The Abbeys,visual art,painting,experiences,,The Abbeys were awful,The Abbeys were awful,,,,,,,
4,[17 022],195,,[disapproval of visual art],sentiment,art criticism,expresses,,The Abbeys were awful,The Abbeys were awful,,,,,,,
4,[17 022],196,John Singer Sargeant,Sargeant,person,artist-painter,mentions,,,,John Singer Sargeant,John Singer Sargeant,,,,,
4,[17 022],197,The Sargeant Murals,The Sargeants,visual art,painting,engaged with,,"""… but the Sargeants surpassed for vulgarity and triviality and ugliness anything we ever saw!"" p. 4","""… but the Sargeants surpassed for vulgarity and triviality and ugliness anything we ever saw!"" p. 4",,,,http://sargentmurals.bpl.org/site/murals/plan.html,,,
4,[17 022],198,,[disapproval of visual art],sentiment,art criticism,expresses,,,,,,,,,,
4,[17 022],199,Isabella Stewart Gardner,Mrs. Gardner,person,public figure,mentions,,"We did not say a word to Mrs. Gardner, who,
we think, admires them.","We did not say a word to Mrs. Gardner, who,we think, admires them.",,,,,,,
4,[18 023],200,George Proctor,Mr. Proctor,person,artist-musician,interacts with,,"in whom she [ISG] takes a very tender, preoccupying interest,","in whom she [ISG] takes a very tender, preoccupying interest,",,,,,,,
,,201,Evelyn Hunter Nordhoff,Evelyn,person,,mentions,friend,,,Evelyn Hunter Nordhoff (1866-1898),Evelyn Hunter Nordhoff (1866-1898),America's first female bookbinder and printmaker,https://en.wikipedia.org/wiki/Evelyn_Hunter_Nordhoff,,,
4,[18 023],202,Ellen Hale,Ellen Hale,person,artist-painter,interacts with,,Evelyn's friend,Evelyn's friend,,,,,,,
4,[18 023],203,Edward Everett Hale,Edward Everett Hale,person,scholar,interacts with,acquaintance,,,,,father of Ellen Hale,https://en.wikipedia.org/wiki/Edward_Everett_Hale,,,
4,[18 023],204,,{body commentary},sentiment,,observes,,he has a massive head,he has a massive head,,,,,,,
5,[18 023],205,Isabella Stewart Gardner,Mrs. Gardner,person,art collector,interacts with,,,,,,,,,,
5,[18 023],206,Mr. John Grey,Mr. John Grey,person,lawyer,interacts with,,,,,,,,,,
5,[18 023],207,Mrs. _ Grey,his wife,person,,interacts with,acquaintance,,,,,,,,,
5,[18 023],208,,[talkativeness],sentiment,,observes,,she [Mr. John Grey's wife] a very horribly chatterboxy woman,she [Mr. John Grey's wife] a very horribly chatterboxy woman,,,,,,,
5,[18 023],209,Bernard Berenson,Bernhard,person,art historian,interacts with,family-immediate,,,,,,,,,
5,[18 023],210,Isabella Stewart Gardner,Mrs. Gardner,person,art collector,mentions,,,,,,,,,,
5,[18 023],211,Clayton Johns,Clayton Johns,person,,interacts with,acquaintance,,,,,,,,,
5,[19 024],212,,Green Hill,location,accomodation,diary entry header,,,,,,,,,,
5,[19 024],213,,Brookline,location,city,diary entry header,,,,,,,,,,
5,[19 024],214,,"Tuesday, Oct. 20, 1903",date,,diary entry header,,,,,,,,,,
5,[19 024],215,Helen WIlson (née Hopekirk),Helen Hopekirk (Wilson),person,artist-musician,interacts with,,,,,,,,,,
5,[19 024],216,William A. Wilson,her husband,person,,interacts with,,,,,,,,,,
5,[19 024],217,,[irritation],sentiment,,experiences,,saw too much of her [Helen's]husband.,saw too much of her [Helen's]husband.,,,,,,,
5,[19 024],218,Isabella Stewart Gardner,Mrs. Gardner,person,art collector,interacts with,,,,,,,,,,
5,[19 024],219,"Museum of Fine Arts, Boston",Art Museum,location,cultural heritage institution,visits,,,,,,,,,,
5,[19 024],220,Paul Chalfin,Chalfin,person,artist-painter / curator,interacts with,,,,,,Chalfin returned to Massachusetts... as Curator of Chinese and Japanese art at the Museum of Fine Arts in Boston,https://en.wikipedia.org/wiki/Paul_Chalfin,,,
5,[19 024],221,,scroll,visual art,?,experiences,,"a scroll with the sack of a town in it, from about 1250.","a scroll with the sack of a town in it, from about 1250.",,,,,,,
5,[19 024],222,,1250,date,,mentions,,,,,,,,,,
5,[19 024],223,,[approval of visual art],sentiment,art criticism,expresses,,"a scroll with the sack of a town in it, from about 1250.... It is very fine, particularly the last episode of the solitary general as a black horse heading the triumphal procession","a scroll with the sack of a town in it, from about 1250.... It is very fine, particularly the last episode of the solitary general as a black horse heading the triumphal procession",,,,,,,
5,[19 024],224,,[disapproval of visual art],sentiment,art criticism,expresses,,"a scroll with the sack of a town in it, from about 1250... but it is not at all so great as the early Chinese things.","a scroll with the sack of a town in it, from about 1250... but it is not at all so great as the early Chinese things.",,,,,,,
5,[19 024],225,"Museum of Fine Arts, Boston",the Museum,location,cultural heritage institution,mentions,,,,,,,,,,
5,[19 024],226,Wilhelm Gericke,Gerricke,person,music administrator,mentions,,"Wonderful woman! — or, as she says Gerricke9
calls her [ISG], “Genius woman”","Wonderful woman! — or, as she says Gerricke9calls her [ISG], “Genius woman”","Wilhelm Gericke served twice as music director, [of?]from 1884 to 1889 and again from 1898 to 1906.","Wilhelm Gericke served twice as music director, [of?]from 1884 to 1889 and again from 1898 to 1906.",,,,,
5,[19 024],227,,[self-centeredness of ISB],sentiment,,observes,,(She [ISD] loves to tell stories redounding to her own credit.),(She [ISD] loves to tell stories redounding to her own credit.),,,,,,,
5,[19 024],228,,Jordan Hall,location,"school, part of",visits,,,,,,New England Conservatory's Jordan Hall?,,,,
5,[19 024],229,New England Conservatory,Conservatory,location,school,visits,,,,,,,,,,
5,[19 024],230,"Toccata, Adagio and Fugue in C major",C major toccata and fugue of Bach,music,,experiences,,,,,,,,,,
5,[19 024],231,Johann Sebastian Bach,Bach,person,artist-composer,mentions,,,,,,,,,,
5,[19 024],232,,[disapproval of music],sentiment,music criticisim,expresses,,"They gave the C major toccata and fugue of Bach
on the new organ, but we did not care for it. Are our ears spoiled by hearing these
things on the piano?","They gave the C major toccata and fugue of Bachon the new organ, but we did not care for it. Are our ears spoiled by hearing thesethings on the piano?",,,,,,,
5,[19 024],233,Henry Lee Higginson,Mr. Higginson,person,public figure,listens to,acquaintance,,,,,,,,,
5,[20 025],234,"Piano Concerto in A Minor, Op.",concerto by Schumann (A minor),music,,experiences,,,,,,,,,,
5,[20 025],235,Robert Schumann,Schumann,person,artist-composer,mentions,,,,,,,,,,
5,[20 025],236,,"""Ouverture"" by Chaplin",music,,experiences,,,,,,,,,,
5,[20 025],237,,Chaplin,person,artist-musician,mentions,,,,,,,,,,
5,[20 025],238,"Symphony No. 3 in E♭ major, Op. 55",Eroica,music,,experiences,,,,,,I believe this is a title of a musical work,,,,
5,,239,Ludwig van Beethoven,[Beethoven],person,artist-composer,mentions,,,,,,,,,,
5,[20 025],240,,[prolixness],sentiment,music criticisim,expresses,,"Even to that [the Eroica], we weren’t up to the mark, whether we were tired, or whether Bach has accustomed us to such concentrated music, but it seemed prolix.","Even to that [the Eroica], we weren’t up to the mark, whether we were tired, or whether Bach has accustomed us to such concentrated music, but it seemed prolix.",,,,,,,
5,[20 025],241,Mr. _ Lang,Mr. and Mrs. Lang,person,,interacts with,acquaintance,I sat by Mr. and Mrs. Lang — I must try to remember people.,I sat by Mr. and Mrs. Lang — I must try to remember people.,,,,,,,
5,[20 025],242,Mrs. _ Lang,Mr. and Mrs. Lang,person,,interacts with,acquaintance,I sat by Mr. and Mrs. Lang — I must try to remember people.,I sat by Mr. and Mrs. Lang — I must try to remember people.,,,,,,,
5,[20 025],243,,Green Hill,location,accomodation,diary entry header,,,,,,,,,,
5,[20 025],244,,Brookline,location,city,diary entry header,,,,,,,,,,
5,[20 025],245,,"Wednesday, Oct. 21, 1903",date,,diary entry header,,,,,,,,,,
5,[20 025],246,Boston Public Library,the Library,location,cultural heritage location,visits,,,,,,,,,,
5,[20 025],247,T_ H_ Perry,T.H. Perry,person,,interacts with,acquaintance,,,,,,,,,
5,[20 025],248,,[cursing of Sargeant],sentiment,art criticism,expresses,,,,,,,,,,
5,[20 025],249,Ellen Hale,Ellen Hale,person,artist-painter,interacts with,,,,,,,,,,
5,[21 026],250,Boston Public Garden,the gardens,location,landmark,visits,,,,,,,,,,
5,[21 026],251,,Franklin Park,location,landmark,visits,,,,,,,,,,
5,[21 026],252,Mr. Owen Wister,Owen Wister,person,artist-playwright,mentions,,,,Owen Wister (1860-1938) studied at St. paul's and harvard '82. The Virginian became one of the first mass-market bestsellers and stands as the defining text for America's most durable hero - the cowboy.,Owen Wister (1860-1938) studied at St. paul's and harvard '82. The Virginian became one of the first mass-market bestsellers and stands as the defining text for America's most durable hero - the cowboy.,,,,,
5,[21 026],253,,The Virginian,theater,,experiences,,,,,,,,,,
5,[21 026],254,Dustin Lancey Farnum,Dunstan Farnum,person,artist-actor,watches,,,,Dunstan Farnum,Dunstan Farnum,,https://books.google.com/books?id=qkREAQAAMAAJ&pg=PA92&lpg=PA92&dq=Dunstan+Farnum+actor&source=bl&ots=YHiLT1ARCr&sig=6F4YSv1GNpJVEKzektg2eent0ms&hl=en&sa=X&ved=0ahUKEwiV7rKJiazbAhUH0IMKHeq1D5wQ6AEISjAD#v=onepage&q=Dunstan%20Farnum%20actor&f=false,https://en.wikipedia.org/wiki/Dustin_Farnum,,
5,[21 026],255,_ Webster,Webster,person,,mentions,,"Dunstan Farnum, who is a great grandson of Webster","Dunstan Farnum, who is a great grandson of Webster",,,,,,,
5,[21 026],256,,Virginia,location,state,mentions,,,,,,,,,,
5,[21 026],257,,[theater commentary],sentiment,theater criticism,expresses,,"But the pay of course isn’t a play; it’s merely a novel dramatized, with all the emotional parts
underlined. No plot, but a story.","But the pay of course isn’t a play; it’s merely a novel dramatized, with all the emotional partsunderlined. No plot, but a story.",,,,,,,
5,[21 026],258,,Green Hill,location,accomodation,diary entry header,,,,,,,,,,
5,[21 026],259,,Brookline,location,city,diary entry header,,,,,,,,,,
5,[21 026],260,,"Thursday, Oct. 22, 1903",date,,diary entry header,,,,,,,,,,
5,[21 026],261,,exhibition of Japanese things,event,cultural,experiences,,,,,,,,,,
5,[21 026],262,Denman Waldo Ross,Mr. Ross (Denman),person,public figure / artist-painter,interacts with,,,,,,,https://en.wikipedia.org/wiki/Denman_Ross,,,
5,[21 026],263,,{middling view of visual art},sentiment,art criticism,observes,,"the things were good, but chiefly grotesques and copies of “nature”, and a little seemed to go a long way.","the things were good, but chiefly grotesques and copies of “nature”, and a little seemed to go a long way.",,,,,,,
5,[21 026],264,Mr. _ Dwight,Mr. Theodore Dwight,person,,interacts with,acquaintance,,,,,,,,,
5,[21 026],265,Mr. Owen Wister,Mr. Owen Wister,person,artist-playwright,interacts with,,,,,,,,,,
5,[22 027],266,,[self-centeredness of ISB],sentiment,,experiences,,"a charming, intelligent, inspiriting man, with whom we could have had a delightful conversation if Mrs. Gardner permitted. But she has no interest in ideas, and of course she is important enough for no one to be willing to leave her out.","a charming, intelligent, inspiriting man, with whom we could have had a delightful conversation if Mrs. Gardner permitted. But she has no interest in ideas, and of course she is important enough for no one to be willing to leave her out.",,,,,,,
5,[22 027],267,William James,William James,person,scholar,mentions,acquaintance,,,,,,https://en.wikipedia.org/wiki/William_James,,,
6,[22 027],268,Sarah Whitman,Mrs. Whitman,person,artist-painter,mentions,acquaintance,,,,,,https://en.wikipedia.org/wiki/Sarah_W._Whitman,,,
6,[22 027],269,Mrs. _ Bell,Mrs. Bell,person,,mentions,acquaintance,,,,,,,,,
6,[22 027],270,"William ""Piggy"" Everett","""Piggy"" Everett",person,,mentions,acquaintance,,,"William (‘Piggy’) Everett, Harvard President Everett’s son","William (‘Piggy’) Everett, Harvard President Everett’s son","Harvard professor, eventual politician","https://books.google.com/books?id=Sc3TBQAAQBAJ&pg=PA17&lpg=PA17&dq=William+""Piggy""+Everett&source=bl&ots=d81or3X59L&sig=ACS8Z2HZGh0npXExvoVECQiIpDw&hl=en&sa=X&ved=0ahUKEwi8hISnqZ3bAhXFo1kKHXttBrUQ6AEIZjAO#v=onepage&q=William%20""Piggy""%20Everett&f=false",,,
